City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Cabo San Lucas,MX,2022-10-13 18:12:58,22.8909,-109.9124,305.16,45,0,4.63
68,Kumluca,TR,2022-10-13 18:12:58,36.3703,30.2869,296.42,61,7,1.35
69,Gombong,ID,2022-10-13 18:12:59,-7.6072,109.5142,297.81,87,99,1.7
70,Constitucion,CL,2022-10-13 18:13:00,-35.3333,-72.4167,288.29,45,15,8.91
71,Tautira,PF,2022-10-13 18:13:00,-17.7333,-149.15,298.13,79,14,3.46
72,Atuona,PF,2022-10-13 18:13:01,-9.8,-139.0333,298.16,76,41,9.38
73,Shenjiamen,CN,2022-10-13 18:13:02,29.9576,122.298,293.87,68,72,5.51
74,Auch,FR,2022-10-13 18:13:02,43.65,0.5833,293.85,89,91,1.79
75,Pemba,MZ,2022-10-13 18:13:03,-12.974,40.5178,297.54,78,20,2.57
76,Manyana,BW,2022-10-13 18:13:03,-23.4,21.7167,299.31,11,57,4.09
77,Georgetown,MY,2022-10-13 18:12:05,5.4112,100.3354,299.76,91,20,0.0
78,Cururupu,BR,2022-10-13 18:13:05,-1.8283,-44.8683,304.56,55,57,3.78
79,Chokurdakh,RU,2022-10-13 18:13:06,70.6333,147.9167,261.17,96,96,2.09
80,Nadym,RU,2022-10-13 18:13:06,65.5333,72.5167,276.32,86,100,6.26
81,Gao,ML,2022-10-13 18:13:07,16.6362,1.637,307.96,13,22,4.38
82,Yakeshi,CN,2022-10-13 18:13:08,49.2833,120.7333,275.85,50,8,2.0
83,Hambantota,LK,2022-10-13 18:13:08,6.1241,81.1185,299.09,83,98,7.17
84,Rocafuerte,EC,2022-10-13 18:13:09,-0.9167,-80.4333,302.08,51,61,4.91
85,Mahebourg,MU,2022-10-13 18:13:10,-20.4081,57.7,295.51,73,75,6.17
86,Provideniya,RU,2022-10-13 18:13:11,64.3833,-173.3,268.26,68,3,1.91
87,Inhambane,MZ,2022-10-13 18:13:12,-23.865,35.3833,296.14,78,20,1.54
88,Salalah,OM,2022-10-13 18:13:13,17.0151,54.0924,299.2,83,40,2.06
89,Butaritari,KI,2022-10-13 18:13:13,3.0707,172.7902,300.84,72,59,8.04
90,Hamilton,US,2022-10-13 18:12:13,39.1834,-84.5333,291.34,37,0,8.75
91,Hasaki,JP,2022-10-13 18:14:15,35.7333,140.8333,293.27,90,100,10.14
92,Char Bhadrasan,BD,2022-10-13 18:14:16,23.3167,90.2167,298.83,87,61,2.23
93,Hermanus,ZA,2022-10-13 18:14:16,-34.4187,19.2345,289.15,87,67,1.46
94,Vestmannaeyjar,IS,2022-10-13 18:14:17,63.4427,-20.2734,278.7,75,0,5.66
95,Sayyan,YE,2022-10-13 18:14:18,15.1718,44.3244,288.23,19,4,2.97
96,Hilo,US,2022-10-13 18:14:18,19.7297,-155.09,302.75,77,20,1.54
97,Yarmouth,US,2022-10-13 18:12:01,41.7057,-70.2286,293.41,81,100,4.63
98,Yellowknife,CA,2022-10-13 18:14:19,62.456,-114.3525,276.44,65,75,12.35
99,Katherine,AU,2022-10-13 18:14:20,-14.4667,132.2667,302.33,58,75,3.6
100,Thompson,CA,2022-10-13 18:11:47,55.7435,-97.8558,273.24,100,100,9.26
101,Castro,BR,2022-10-13 18:14:20,-24.7911,-50.0119,290.44,93,100,2.1
102,Kunri,PK,2022-10-13 18:14:21,25.1785,69.5691,301.84,26,0,4.16
103,Hami,CN,2022-10-13 18:14:22,42.8,93.45,284.0,40,9,1.27
104,Cap Malheureux,MU,2022-10-13 18:14:22,-19.9842,57.6142,295.63,66,0,4.02
105,Mar Del Plata,AR,2022-10-13 18:11:08,-38.0023,-57.5575,286.45,49,0,7.15
106,San Policarpo,PH,2022-10-13 18:14:23,12.1791,125.5072,299.05,89,100,3.82
107,Naron,ES,2022-10-13 18:14:24,43.5167,-8.1528,293.62,98,83,2.56
108,Hobart,AU,2022-10-13 18:10:15,-42.8794,147.3294,285.07,85,100,6.17
109,Saint George,US,2022-10-13 18:13:02,37.1041,-113.5841,298.39,21,0,1.54
110,Skovorodino,RU,2022-10-13 18:14:25,53.9833,123.9167,274.2,84,98,0.95
111,Halifax,CA,2022-10-13 18:14:20,44.6453,-63.5724,292.97,81,40,5.36
112,Impfondo,CG,2022-10-13 18:14:25,1.6381,18.0667,296.71,92,82,1.04
113,Ribeira Grande,PT,2022-10-13 18:14:26,38.5167,-28.7,296.37,83,40,3.6
114,Mulege,MX,2022-10-13 18:14:26,26.8833,-111.9833,303.95,36,0,2.16
115,Mehamn,NO,2022-10-13 18:14:27,71.0357,27.8492,275.12,93,0,4.12
116,Geraldton,AU,2022-10-13 18:10:36,-28.7667,114.6,282.38,81,0,4.63
117,Shache,CN,2022-10-13 18:14:29,38.4167,77.2406,287.08,20,1,2.65
118,Upernavik,GL,2022-10-13 18:14:29,72.7868,-56.1549,263.86,70,58,2.32
119,Yaan,NG,2022-10-13 18:14:30,7.3833,8.5667,297.23,93,100,2.38
120,Alofi,NU,2022-10-13 18:14:30,-19.0595,-169.9187,297.09,94,96,1.54
121,Iracoubo,GF,2022-10-13 18:14:31,5.4802,-53.2011,300.6,79,52,5.26
122,Severo-Kurilsk,RU,2022-10-13 18:14:31,50.6789,156.125,279.12,69,63,4.46
123,Cape Town,ZA,2022-10-13 18:14:32,-33.9258,18.4232,290.52,71,75,5.14
124,Arraial Do Cabo,BR,2022-10-13 18:14:32,-22.9661,-42.0278,300.07,65,0,12.35
125,Airai,TL,2022-10-13 18:14:33,-8.9266,125.4092,288.83,92,38,0.7
126,Port Alfred,ZA,2022-10-13 18:14:34,-33.5906,26.891,293.81,94,70,3.58
127,Pimentel,PE,2022-10-13 18:14:34,-6.8367,-79.9342,294.31,60,0,6.69
128,Atambua,ID,2022-10-13 18:14:35,-9.1061,124.8925,297.06,84,47,1.19
129,Rawson,AR,2022-10-13 18:11:09,-43.3002,-65.1023,284.63,27,0,0.12
130,Lebu,CL,2022-10-13 18:14:35,-37.6167,-73.65,283.9,57,30,8.87
131,Arkhipo-Osipovka,RU,2022-10-13 18:14:36,44.37,38.52,286.69,61,99,4.04
132,Albany,US,2022-10-13 18:13:11,42.6001,-73.9662,293.39,81,96,0.45
133,Sorland,NO,2022-10-13 18:14:36,67.667,12.6934,281.07,60,83,7.95
134,Stornoway,GB,2022-10-13 18:14:37,58.2093,-6.3865,284.13,84,40,5.66
135,Bandar,ID,2022-10-13 18:14:37,2.05,99.75,295.46,96,79,1.27
136,Mangrol,IN,2022-10-13 18:14:38,21.1167,70.1167,301.56,70,71,1.33
137,Havre-Saint-Pierre,CA,2022-10-13 18:14:38,50.2334,-63.5986,285.35,76,75,5.66
138,Sabancuy,MX,2022-10-13 18:14:39,18.9667,-91.1833,301.26,77,97,2.05
139,Hithadhoo,MV,2022-10-13 18:13:26,-0.6,73.0833,300.57,71,84,5.96
140,Lopez Mateos,MX,2022-10-13 18:15:39,15.4667,-93.0087,302.96,74,90,3.68
141,Vilhena,BR,2022-10-13 18:15:40,-12.7406,-60.1458,303.27,51,75,3.6
142,Dalvik,IS,2022-10-13 18:15:41,65.9702,-18.5286,277.11,96,96,3.43
143,Abu Kamal,SY,2022-10-13 18:15:41,34.4506,40.9171,299.52,27,14,2.58
144,Tripoli,LY,2022-10-13 18:15:42,32.8752,13.1875,300.55,54,51,4.57
145,Ostrovnoy,RU,2022-10-13 18:15:42,68.0531,39.5131,278.31,87,90,10.55
146,Nara,JP,2022-10-13 18:15:43,34.6851,135.8049,290.65,65,33,1.6
147,Bereda,ES,2022-10-13 18:15:44,43.2686,-7.5406,292.27,92,97,1.19
148,Margate,GB,2022-10-13 18:15:44,51.3813,1.3862,287.76,88,36,2.86
149,Lundazi,ZM,2022-10-13 18:15:44,-12.2929,33.1782,293.39,37,0,2.57
150,Kochki,RU,2022-10-13 18:15:45,54.3358,80.4806,276.68,72,7,3.12
151,Kavieng,PG,2022-10-13 18:15:45,-2.5744,150.7967,300.33,74,31,4.39
152,Marsala,IT,2022-10-13 18:15:46,37.7966,12.4352,296.12,78,40,5.14
153,Arica,CL,2022-10-13 18:12:37,-18.475,-70.3042,295.9,63,20,7.2
154,Kavaratti,IN,2022-10-13 18:15:47,10.5669,72.642,300.58,75,8,1.37
155,West Fargo,US,2022-10-13 18:15:47,46.875,-96.9004,277.18,46,100,8.23
156,Hede,CN,2022-10-13 18:15:48,33.7681,120.2517,287.02,85,46,1.47
157,Iqaluit,CA,2022-10-13 18:15:48,63.7506,-68.5145,270.0,79,20,3.09
158,Sawakin,SD,2022-10-13 18:15:49,19.1059,37.3321,302.36,74,3,2.02
159,Ust-Kulom,RU,2022-10-13 18:15:49,61.6864,53.6902,279.18,97,100,1.08
160,Yurgamysh,RU,2022-10-13 18:15:50,55.3714,64.4656,282.53,56,100,4.56
161,Pacific Grove,US,2022-10-13 18:14:48,36.6177,-121.9166,290.82,93,100,1.79
162,Abha,SA,2022-10-13 18:15:51,18.2164,42.5053,292.05,67,0,2.06
163,Fortuna,US,2022-10-13 18:15:51,40.5982,-124.1573,286.47,86,20,1.54
164,Monrovia,LR,2022-10-13 18:15:52,6.3005,-10.7969,301.02,79,89,3.18
165,Berlin,DE,2022-10-13 18:06:02,52.5244,13.4105,288.25,83,0,1.54
166,Cascais,PT,2022-10-13 18:15:52,38.6979,-9.4215,294.23,86,20,8.75
167,Amapa,BR,2022-10-13 18:13:25,1.0,-52.0,308.11,36,56,2.97
168,Xuddur,SO,2022-10-13 18:15:53,4.1213,43.8894,297.45,70,34,4.47
169,Saint-Joseph,RE,2022-10-13 18:15:53,-21.3667,55.6167,294.36,74,18,5.01
170,Nanortalik,GL,2022-10-13 18:15:54,60.1432,-45.2371,273.38,61,41,4.95
171,Iguape,BR,2022-10-13 18:15:56,-24.7081,-47.5553,295.75,82,99,3.21
172,Havelock,US,2022-10-13 18:15:56,34.8791,-76.9013,298.18,86,75,2.57
173,Karlstad,SE,2022-10-13 18:15:57,59.3793,13.5036,284.46,76,75,4.12
174,Ngunguru,NZ,2022-10-13 18:15:58,-35.6167,174.5,287.43,83,98,8.34
175,Aguimes,ES,2022-10-13 18:15:58,27.9054,-15.4461,296.29,73,40,10.29
176,Turukhansk,RU,2022-10-13 18:16:00,65.8167,87.9833,273.13,88,100,1.62
177,Jasper,US,2022-10-13 18:16:01,37.2001,-94.3502,294.29,23,0,10.8
178,Niihama,JP,2022-10-13 18:15:15,33.9593,133.3167,290.95,79,2,1.95
179,Brigham City,US,2022-10-13 18:12:59,41.5102,-112.0155,293.37,34,0,2.24
180,Terrace,CA,2022-10-13 18:13:08,54.5163,-128.6035,283.1,100,100,1.03
181,Codrington,AU,2022-10-13 18:16:02,-38.2667,141.9667,283.64,83,44,7.5
182,Diamantino,BR,2022-10-13 18:16:03,-14.4086,-56.4461,306.47,36,72,4.07
183,Leningradskiy,RU,2022-10-13 18:14:52,69.3833,178.4167,262.86,74,71,2.65
184,Saint Anthony,US,2022-10-13 18:17:04,45.0205,-93.218,280.25,56,100,8.75
185,Bengkulu,ID,2022-10-13 18:17:05,-3.8004,102.2655,296.77,91,100,1.4
186,Mandalgovi,MN,2022-10-13 18:17:05,45.7625,106.2708,277.44,34,28,3.42
187,Chipinge,ZW,2022-10-13 18:17:06,-20.1883,32.6236,294.77,29,50,2.92
188,Meadow Lake,US,2022-10-13 18:17:07,34.8014,-106.5436,295.76,32,0,1.74
189,Chuy,UY,2022-10-13 18:17:07,-33.6971,-53.4616,286.5,73,97,8.41
190,Kargil,IN,2022-10-13 18:12:43,34.5667,76.1,277.06,63,86,0.4
191,Torbay,CA,2022-10-13 18:14:41,47.6666,-52.7314,289.75,65,20,3.09
192,Kano,NG,2022-10-13 18:17:09,12.0001,8.5167,301.08,52,44,3.91
193,Korla,CN,2022-10-13 18:17:09,41.7597,86.1469,284.1,36,49,1.57
194,Kahului,US,2022-10-13 18:14:59,20.8947,-156.47,302.16,73,20,1.54
195,Acapulco,MX,2022-10-13 18:15:11,16.8634,-99.8901,303.05,74,100,3.6
196,Kysyl-Syr,RU,2022-10-13 18:17:10,63.8986,122.7617,272.83,99,100,0.89
197,Asau,RO,2022-10-13 18:17:11,46.4333,26.4,283.86,99,100,1.01
198,Puerto Leguizamo,CO,2022-10-13 18:17:11,-0.1934,-74.7819,308.49,37,53,1.95
199,Goundam,ML,2022-10-13 18:17:12,16.4145,-3.6708,309.75,18,73,1.81
200,Beruwala,LK,2022-10-13 18:17:12,6.4788,79.9828,298.24,88,100,3.56
201,Pereira Barreto,BR,2022-10-13 18:17:13,-20.6383,-51.1092,306.25,32,98,1.76
202,Chilca,PE,2022-10-13 18:17:14,-12.5211,-76.7372,290.61,75,72,4.22
203,Lagoa,PT,2022-10-13 18:17:14,39.05,-27.9833,294.72,77,16,5.35
204,Cumberland,US,2022-10-13 18:17:15,35.0502,-78.8664,299.53,67,75,2.57
205,Selma,US,2022-10-13 18:17:15,36.5708,-119.6121,300.56,45,0,2.06
206,Khadyzhensk,RU,2022-10-13 18:17:16,44.4256,39.5319,283.72,72,100,0.75
207,Tura,IN,2022-10-13 18:17:16,25.5198,90.2201,294.4,97,26,1.09
208,Naze,JP,2022-10-13 18:17:17,28.3667,129.4833,297.66,85,59,11.28
209,Ambon,ID,2022-10-13 18:17:18,-3.6954,128.1814,299.23,89,40,1.54
210,Muli,MV,2022-10-13 18:17:18,2.9167,73.5667,298.79,87,100,10.3
211,Nouakchott,MR,2022-10-13 18:17:20,18.0858,-15.9785,306.11,55,53,3.47
212,Victoria,HK,2022-10-13 18:17:21,22.2855,114.1577,299.44,79,53,4.47
213,General Roca,AR,2022-10-13 18:17:21,-39.0333,-67.5833,289.32,15,1,3.36
214,Puerto Escondido,MX,2022-10-13 18:17:22,15.85,-97.0667,303.61,51,40,3.6
215,Abrau-Dyurso,RU,2022-10-13 18:17:23,44.69,37.59,280.85,58,100,3.75
216,Flinders,AU,2022-10-13 18:17:24,-34.5833,150.8552,291.03,90,100,2.68
217,Poso,ID,2022-10-13 18:17:25,-1.3959,120.7524,298.31,86,100,1.99
218,Rocha,UY,2022-10-13 18:17:25,-34.4833,-54.3333,285.76,61,98,8.13
219,Nikolskoye,RU,2022-10-13 18:17:26,59.7035,30.7861,278.1,86,96,2.18
220,Voznesenye,RU,2022-10-13 18:17:27,61.0106,35.4781,278.28,81,66,3.9
221,Haradok,BY,2022-10-13 18:17:27,55.4624,29.9816,275.21,82,15,1.59
222,College,US,2022-10-13 18:17:28,64.8569,-147.8028,267.36,89,75,0.0
223,Yar-Sale,RU,2022-10-13 18:17:28,66.8333,70.8333,277.35,90,100,6.21
224,Puerto Ayacucho,VE,2022-10-13 18:17:29,5.6639,-67.6236,302.9,64,100,0.75
225,Warri,NG,2022-10-13 18:17:29,5.5167,5.75,298.52,88,100,1.8
226,Cockburn Town,TC,2022-10-13 18:15:09,21.4612,-71.1419,303.13,62,40,7.72
227,Konstantynow Lodzki,PL,2022-10-13 18:18:30,51.7478,19.3256,283.41,82,0,1.54
228,Esperance,AU,2022-10-13 18:14:43,-33.8667,121.9,283.71,77,20,3.28
229,Hofn,IS,2022-10-13 18:18:31,64.2539,-15.2082,278.74,74,82,3.78
230,Mumford,GH,2022-10-13 18:18:33,5.2618,-0.759,298.79,86,96,5.47
231,Port Lincoln,AU,2022-10-13 18:15:56,-34.7333,135.8667,286.04,66,19,8.95
232,Port Elizabeth,ZA,2022-10-13 18:18:34,-33.918,25.5701,294.32,93,75,7.72
233,Mucurapo,TT,2022-10-13 18:18:35,10.6667,-61.5333,303.85,83,91,0.45
234,Aksu,CN,2022-10-13 18:18:35,41.1231,80.2644,285.81,30,0,0.89
235,Zhigansk,RU,2022-10-13 18:18:36,66.7697,123.3711,269.0,98,100,1.15
236,Cidreira,BR,2022-10-13 18:18:37,-30.1811,-50.2056,293.81,77,12,3.83
237,Hargeysa,SO,2022-10-13 18:18:38,9.56,44.065,295.04,57,43,4.25
238,Itoman,JP,2022-10-13 18:18:38,26.1247,127.6694,300.16,83,75,7.2
239,Tual,ID,2022-10-13 18:18:39,-5.6667,132.75,301.47,77,81,3.74
240,Mabaruma,GY,2022-10-13 18:18:39,8.2,-59.7833,295.6,98,100,1.48
241,Sao Filipe,CV,2022-10-13 18:18:40,14.8961,-24.4956,299.93,76,56,2.73
242,Vuktyl,RU,2022-10-13 18:18:41,63.8567,57.3094,278.58,99,100,0.82
243,Paracatu,BR,2022-10-13 18:18:41,-17.2222,-46.8747,306.52,16,34,4.43
244,Samoded,RU,2022-10-13 18:18:42,63.6083,40.5111,275.15,86,9,2.24
245,Tuktoyaktuk,CA,2022-10-13 18:18:44,69.4541,-133.0374,269.15,93,75,2.06
246,Semme,FR,2022-10-13 18:18:44,46.1963,1.5007,287.38,96,100,4.1
247,Fayaoue,NC,2022-10-13 18:18:45,-20.65,166.5333,296.28,66,1,8.58
248,Porto Santo,PT,2022-10-13 18:18:46,33.072,-16.3415,295.36,68,40,6.17
249,Bahia Honda,CU,2022-10-13 18:18:46,22.9036,-83.1592,303.44,64,54,1.66
250,Dongning,CN,2022-10-13 18:18:47,44.0622,131.1207,280.73,80,5,1.77
251,Mercedes,AR,2022-10-13 18:18:47,-34.6515,-59.4307,291.84,14,9,5.75
252,Luderitz,NA,2022-10-13 18:17:30,-26.6481,15.1594,288.63,84,0,5.91
253,Lazaro Cardenas,MX,2022-10-13 18:18:48,17.9583,-102.2,302.6,71,89,2.5
254,Fort Nelson,CA,2022-10-13 18:15:55,58.8053,-122.7002,279.92,65,40,2.57
255,Zhangye,CN,2022-10-13 18:18:49,38.9342,100.4517,281.04,41,15,2.8
256,Perdoes,BR,2022-10-13 18:18:50,-21.0908,-45.0914,304.31,23,52,2.24
257,Tromso,NO,2022-10-13 18:18:50,69.6496,18.957,280.16,87,75,3.6
258,Dicabisagan,PH,2022-10-13 18:18:51,17.0818,122.4157,298.39,93,92,4.28
259,Katsuura,JP,2022-10-13 18:18:52,35.1333,140.3,292.04,94,100,8.62
260,Koplik,AL,2022-10-13 18:18:52,42.2136,19.4364,290.02,81,100,2.3
261,Middelburg,ZA,2022-10-13 18:18:53,-25.7751,29.4648,297.97,20,40,2.36
262,Ouadda,CF,2022-10-13 18:18:53,8.0777,22.4007,293.9,94,82,1.93
263,Steenwijk,NL,2022-10-13 18:18:54,52.7875,6.1208,286.56,91,100,2.41
264,Khed,IN,2022-10-13 18:18:54,17.7167,73.3833,297.34,94,100,1.51
265,Visby,SE,2022-10-13 18:18:55,57.6409,18.296,284.29,87,40,4.12
266,Cabedelo,BR,2022-10-13 18:18:56,-6.9811,-34.8339,302.52,66,31,7.55
267,Walvis Bay,NA,2022-10-13 18:18:56,-22.9575,14.5053,288.2,88,68,3.09
268,Vardo,NO,2022-10-13 18:19:57,70.3705,31.1107,275.14,93,0,3.09
269,Bonanza,NI,2022-10-13 18:18:01,14.0289,-84.591,304.41,53,99,1.91
270,Skibbereen,IE,2022-10-13 18:19:58,51.55,-9.2667,287.1,84,100,4.31
271,Krasnyy Chikoy,RU,2022-10-13 18:19:59,50.3643,108.7512,274.95,97,97,3.38
272,Mathbaria,BD,2022-10-13 18:19:59,22.2876,89.9593,297.97,89,14,1.2
273,Touros,BR,2022-10-13 18:18:30,-5.1989,-35.4608,301.48,63,19,8.33
274,Kemijarvi,FI,2022-10-13 18:20:00,66.7131,27.4306,278.41,97,100,3.36
275,Kaitangata,NZ,2022-10-13 18:20:00,-46.2817,169.8464,280.23,81,67,2.8
276,Taoudenni,ML,2022-10-13 18:20:01,22.6783,-3.9836,309.68,10,29,2.43
277,Beringovskiy,RU,2022-10-13 18:20:02,63.05,179.3167,271.36,68,85,3.34
278,Cherskiy,RU,2022-10-13 18:20:02,68.75,161.3,260.14,90,100,2.59
279,Bredasdorp,ZA,2022-10-13 18:20:03,-34.5322,20.0403,287.03,88,98,2.23
280,Bilma,NE,2022-10-13 18:20:04,18.6853,12.9164,304.83,12,3,3.19
281,Kembe,CF,2022-10-13 18:20:05,4.6228,21.8865,296.15,86,98,1.79
282,Saint-Francois,FR,2022-10-13 18:20:05,46.4154,3.9054,287.84,94,100,1.03
283,Alihe,CN,2022-10-13 18:20:05,50.5667,123.7167,276.46,61,15,0.9
284,Amga,RU,2022-10-13 18:20:06,60.8953,131.9608,272.22,97,100,0.98
285,Bathsheba,BB,2022-10-13 18:20:08,13.2167,-59.5167,304.49,66,20,6.69
286,Lata,PT,2022-10-13 18:20:08,40.1629,-8.3327,293.1,74,83,2.02
287,Sambava,MG,2022-10-13 18:20:09,-14.2667,50.1667,294.67,82,1,6.49
288,Ocos,GT,2022-10-13 18:20:10,14.5094,-92.1933,304.25,79,94,4.15
289,Belle Glade,US,2022-10-13 18:20:10,26.6845,-80.6676,298.72,72,100,2.82
290,Sioux Lookout,CA,2022-10-13 18:20:11,50.1001,-91.917,277.19,75,100,5.66
291,Half Moon Bay,US,2022-10-13 18:20:12,37.4636,-122.4286,293.05,81,100,4.63
292,Tupik,RU,2022-10-13 18:20:13,54.4253,119.9327,274.89,76,84,1.19
293,El Playon,CO,2022-10-13 18:20:14,7.4713,-73.2031,301.3,82,94,1.9
294,At-Bashi,KG,2022-10-13 18:20:15,41.1702,75.8106,278.9,28,7,0.18
295,Penzance,GB,2022-10-13 18:20:16,50.1186,-5.5371,286.53,88,100,3.91
